Time	ObsPoint	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	
0.000371865	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	1.65211e-075	0.35106	-0.207912	-2.83984e-006	2.48067e-076	2.48067e-076	0.76689	
0.0004619	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	3.16195e-075	0.35106	-0.207912	-2.83984e-006	4.75005e-076	4.75005e-076	0.76689	
0.000462963	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	4.87341e-075	0.35106	-0.207912	-2.83984e-006	7.31957e-076	7.31957e-076	0.76689	
0.000551936	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	9.2619e-074	0.35106	-0.207913	-2.83985e-006	1.39121e-074	1.39121e-074	0.76689	
0.000640908	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	1.32216e-073	0.35106	-0.207913	-2.83985e-006	1.98712e-074	1.98712e-074	0.76689	
0.000656732	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	1.78756e-073	0.35106	-0.207913	-2.83985e-006	2.68596e-074	2.68596e-074	0.76689	
0.000664867	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	2.52605e-073	0.35106	-0.207913	-2.83985e-006	3.79441e-074	3.79441e-074	0.76689	
0.000669276	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	3.58718e-073	0.35106	-0.207913	-2.83985e-006	5.38684e-074	5.38684e-074	0.76689	
0.000672308	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	5.12913e-073	0.35106	-0.207913	-2.83985e-006	7.70052e-074	7.70052e-074	0.76689	
0.00067534	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	7.65028e-073	0.35106	-0.207913	-2.83985e-006	1.14831e-073	1.14831e-073	0.76689	
0.000678371	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	1.10846e-072	0.35106	-0.207913	-2.83985e-006	1.66355e-073	1.66355e-073	0.76689	
0.000682301	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	1.62035e-072	0.35106	-0.207913	-2.83985e-006	2.43151e-073	2.43151e-073	0.76689	
0.000690382	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	2.54785e-072	0.35106	-0.207913	-2.83985e-006	3.82315e-073	3.82315e-073	0.76689	
0.000698462	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	3.42718e-072	0.35106	-0.207913	-2.83985e-006	5.14289e-073	5.14289e-073	0.76689	
0.000709624	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	4.57388e-072	0.35106	-0.207913	-2.83985e-006	6.86458e-073	6.86458e-073	0.76689	
0.000727138	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	6.09191e-072	0.35106	-0.207913	-2.83985e-006	9.14528e-073	9.14528e-073	0.76689	
0.000789976	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	8.91157e-072	0.35106	-0.207913	-2.83985e-006	1.33905e-072	1.33905e-072	0.76689	
0.000852815	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	9.73689e-072	0.35106	-0.207913	-2.83985e-006	1.46472e-072	1.46472e-072	0.76689	
0.000925926	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	9.96451e-072	0.35106	-0.207913	-2.83985e-006	1.50128e-072	1.50128e-072	0.76689	
0.00107129	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	9.02689e-072	0.35106	-0.207913	-2.83985e-006	1.36519e-072	1.36519e-072	0.76689	
0.00121666	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	7.35731e-072	0.35106	-0.207913	-2.83985e-006	1.11895e-072	1.11895e-072	0.76689	
0.00136203	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	5.64081e-072	0.35106	-0.207913	-2.83985e-006	8.65469e-073	8.65469e-073	0.76689	
0.00138889	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	6.96812e-072	0.35106	-0.207913	-2.83985e-006	1.06662e-072	1.06662e-072	0.76689	
0.0015074	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	9.73097e-072	0.35106	-0.207913	-2.83985e-006	1.48895e-072	1.48895e-072	0.76689	
0.00163334	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	8.82069e-072	0.35106	-0.207913	-2.83985e-006	1.3593e-072	1.3593e-072	0.76689	
0.00184701	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	2.94691e-072	0.35106	-0.207913	-2.83985e-006	4.86266e-073	4.86266e-073	0.76689	
0.00185185	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	5.81193e-072	0.35106	-0.207913	-2.83985e-006	9.19839e-073	9.19839e-073	0.76689	
0.00185669	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	1.04306e-071	0.35106	-0.207913	-2.83985e-006	1.61889e-072	1.61889e-072	0.76689	
0.00186326	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	1.85257e-071	0.35106	-0.207913	-2.83985e-006	2.84479e-072	2.84479e-072	0.76689	
0.00186984	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	2.68087e-071	0.35106	-0.207913	-2.83985e-006	4.10028e-072	4.10028e-072	0.76689	
0.00187898	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	3.651e-071	0.35106	-0.207913	-2.83985e-006	5.57261e-072	5.57261e-072	0.76689	
0.00189976	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	4.95211e-071	0.35106	-0.207913	-2.83985e-006	7.55269e-072	7.55269e-072	0.76689	
0.00192362	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	5.63635e-071	0.35106	-0.207913	-2.83985e-006	8.6022e-072	8.6022e-072	0.76689	
0.00195768	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	5.99418e-071	0.35106	-0.207913	-2.83985e-006	9.16423e-072	9.16423e-072	0.76689	
0.00200943	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	5.92861e-071	0.35106	-0.207913	-2.83985e-006	9.09519e-072	9.09519e-072	0.76689	
0.00212941	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	4.42042e-071	0.35106	-0.207913	-2.83985e-006	6.87309e-072	6.87309e-072	0.76689	
0.00229524	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	1.25978e-071	0.35106	-0.207913	-2.83985e-006	2.15463e-072	2.15463e-072	0.76689	
0.00253215	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	-3.24928e-071	0.35106	-0.207913	-2.83985e-006	-4.60907e-072	-4.60907e-072	0.76689	
0.00281391	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	-7.39818e-071	0.35106	-0.207913	-2.83985e-006	-1.08577e-071	-1.08577e-071	0.76689	
0.00309567	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	-9.98262e-071	0.35106	-0.207913	-2.83985e-006	-1.4773e-071	-1.4773e-071	0.76689	
0.00338044	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	-1.12875e-070	0.35106	-0.207913	-2.83985e-006	-1.67758e-071	-1.67758e-071	0.76689	
0.00368612	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	-1.17057e-070	0.35106	-0.207913	-2.83985e-006	-1.74567e-071	-1.74567e-071	0.76689	
0.00403829	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	-1.1371e-070	0.35106	-0.207913	-2.83985e-006	-1.70226e-071	-1.70226e-071	0.76689	
0.00445978	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	-1.00845e-070	0.35106	-0.207913	-2.83984e-006	-1.51805e-071	-1.51805e-071	0.76689	
0.00494226	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	-7.5716e-071	0.35106	-0.207913	-2.83984e-006	-1.15122e-071	-1.15122e-071	0.76689	
0.00546314	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	-3.89998e-071	0.35106	-0.207913	-2.83984e-006	-6.10418e-072	-6.10418e-072	0.76689	
0.00601595	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	5.3407e-072	0.35106	-0.207912	-2.83984e-006	4.62009e-073	4.62009e-073	0.76689	
0.00660633	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	5.17175e-071	0.35106	-0.207912	-2.83984e-006	7.35721e-072	7.35721e-072	0.76689	
0.00722672	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	9.29522e-071	0.35106	-0.207912	-2.83984e-006	1.35118e-071	1.35118e-071	0.76689	
0.00788738	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	1.2417e-070	0.35106	-0.207912	-2.83984e-006	1.81962e-071	1.81962e-071	0.76689	
0.00859687	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	1.41837e-070	0.35106	-0.207912	-2.83984e-006	2.08789e-071	2.08789e-071	0.76689	
0.00936483	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	1.44114e-070	0.35106	-0.207912	-2.83984e-006	2.12795e-071	2.12795e-071	0.76689	
0.0101972	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	1.30868e-070	0.35106	-0.207912	-2.83984e-006	1.93696e-071	1.93696e-071	0.76689	
0.011099	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	1.03916e-070	0.35106	-0.207912	-2.83984e-006	1.54106e-071	1.54106e-071	0.76689	
0.012072	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	6.72344e-071	0.35106	-0.207912	-2.83984e-006	9.98507e-072	9.98507e-072	0.76689	
0.0131226	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	2.68167e-071	0.35106	-0.207912	-2.83984e-006	3.97877e-072	3.97877e-072	0.76689	
0.0142624	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	-9.5245e-072	0.35106	-0.207912	-2.83984e-006	-1.44855e-072	-1.44855e-072	0.76689	
0.0155064	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	-3.2623e-071	0.35106	-0.207912	-2.83984e-006	-4.93161e-072	-4.93161e-072	0.76689	
0.0168713	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	-3.33236e-071	0.35106	-0.207912	-2.83984e-006	-5.10258e-072	-5.10258e-072	0.76689	
0.0183739	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	-5.03298e-072	0.35106	-0.207912	-2.83984e-006	-9.71463e-073	-9.71463e-073	0.76689	
0.0200311	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	5.30876e-071	0.35106	-0.207912	-2.83984e-006	7.59657e-072	7.59657e-072	0.76689	
0.0218622	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	1.33587e-070	0.35106	-0.207912	-2.83984e-006	1.94998e-071	1.94998e-071	0.76689	
0.023848	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	2.18599e-070	0.35106	-0.207912	-2.83984e-006	3.20813e-071	3.20813e-071	0.76689	
0.0259702	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	2.86783e-070	0.35106	-0.207912	-2.83984e-006	4.21581e-071	4.21581e-071	0.76689	
0.0282413	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	3.22603e-070	0.35106	-0.207912	-2.83984e-006	4.74056e-071	4.74056e-071	0.76689	
0.0306888	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	3.21321e-070	0.35106	-0.207912	-2.83984e-006	4.71087e-071	4.71087e-071	0.76689	
0.0333483	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	2.93065e-070	0.35106	-0.207912	-2.83984e-006	4.27741e-071	4.27741e-071	0.76689	
0.0362365	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	2.65402e-070	0.35106	-0.207912	-2.83984e-006	3.85165e-071	3.85165e-071	0.76689	
0.0393639	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	2.79082e-070	0.35106	-0.207912	-2.83984e-006	4.04201e-071	4.04201e-071	0.76689	
0.0427456	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	3.73503e-070	0.35106	-0.207912	-2.83984e-006	5.43575e-071	5.43575e-071	0.76689	
0.0463914	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	5.65174e-070	0.35106	-0.207912	-2.83984e-006	8.27672e-071	8.27672e-071	0.76689	
0.0503133	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	8.30231e-070	0.35106	-0.207912	-2.83984e-006	1.2204e-070	1.2204e-070	0.76689	
0.0545418	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	1.10596e-069	0.35106	-0.207912	-2.83984e-006	1.62754e-070	1.62754e-070	0.76689	
0.0591144	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	1.31339e-069	0.35106	-0.207912	-2.83984e-006	1.93065e-070	1.93065e-070	0.76689	
0.0640724	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	1.39671e-069	0.35106	-0.207912	-2.83984e-006	2.04632e-070	2.04632e-070	0.76689	
0.0694563	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	1.36021e-069	0.35106	-0.207912	-2.83984e-006	1.98166e-070	1.98166e-070	0.76689	
0.0753074	0	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1581	1.27458e-069	0.35106	-0.207912	-2.83984e-006	1.84427e-070	1.84427e-070	0.76689	
