x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	[X5]	
0.269386	0.35	-99999	0.0981878	0.218297	5.49285e-012	0.330045	0.0599413	4.55387e-012	1.20263e-012	1.50744	8.6705e-012	0.0126811	4.21984e-009	2.06904	0.326715	1.88909e-008	0.336642	0.0981878	-18.8007	0.0380434	6.32489	0.0599413	1	5.69262	99.9932	0	0	0.25	0.25	16	0.337507	5.67211	-0.207908	-6.5501e-005	0.100953	0.0391259	5.90901	0.0616126	
1.1	0.4	1	0	0.267645	0	1.42987	0	3.71423e-012	0	5.32661	0	0	0	7.60524	0.788223	0	4.60589	0	-79.7186	0	26.5728	0	10	6.4126	100	0	0	3.75	0.375	17	2.28728e-017	21.5485	-0.207894	-1.61539e-005	3.93217e-019	-4.9472e-019	21.9643	1.49409e-018	
1	0.45	1	0	0.260028	0	1.16215	0	3.82303e-012	0	4.45612	0	0	0	6.32938	0.835119	0	4.58244	0	-68.5785	0	22.8595	0	10	6.30654	100	0	0	4	0.4	18	6.55746e-020	17.8371	-0.207897	-3.94429e-005	-3.28492e-021	-7.5971e-022	18.253	-2.59265e-021	
1.0375	1	-99999	0.0437491	0.225974	3.74583e-012	0.425766	0.0258492	4.39915e-012	8.48971e-013	1.87856	1.10545e-011	0.00595735	1.89089e-009	2.61136	0.3073	1.3441e-008	0.34635	0.0437491	-23.5587	0.0178721	7.87936	0.0258492	1	5.72009	99.9983	0	0	0.25	0.25	19	0.310462	7.12411	-0.207907	-8.35198e-005	0.0464316	0.0189763	7.45566	0.0274234	
0.35	0.730614	-99999	0	0.231198	5.5817e-016	0.503585	0	4.29975e-012	1.29431e-016	2.17171	2.48748e-015	2.55455e-014	7.86287e-021	3.04274	0.295	2.05915e-012	0.3525	0	-27.3399	2.13896e-012	9.11327	0	1	5.72934	100	0	0	0.25	0.25	20	-0.000583388	8.34265	-0.20785	-9.88921e-005	-8.72137e-005	-2.66654e-005	8.7586	-6.05587e-005	
1	0.225	1	0	0.261814	0	1.22062	0	3.79695e-012	0	4.64837	0	0	0	6.61022	0.823791	0	4.5881	0	-71.0326	0	23.6775	0	10	6.34021	100	0	0	3.75	0.375	21	-1.88781e-021	18.6517	-0.207897	-3.43524e-005	-4.38711e-022	-2.17906e-022	19.0676	-3.00746e-022	
1.1	0.2	1	0	0.268365	0	1.45774	0	3.70427e-012	0	5.41588	0	0	0	7.73669	0.783981	0	4.60801	0	-80.865	0	26.955	0	10	6.42626	100	0	0	3.75	0.375	22	-7.84113e-028	21.9293	-0.207894	-1.3762e-005	-2.48505e-028	-9.99311e-029	22.3451	-2.37165e-028	
1.1	0.65	1	6.13598e-010	0.264692	4.12457e-015	1.32029	3.73835e-010	3.75566e-012	1.09498e-015	4.97325	1.92811e-013	4.6427e-011	1.22738e-017	7.08604	0.805967	6.23826e-011	4.59702	6.13598e-010	-75.1879	2.01862e-010	25.0626	3.73835e-010	10	6.36758	100	0	0	3.92857	0.392857	23	4.81469e-009	20.0204	-0.207895	-2.58031e-005	7.20024e-010	1.79372e-010	20.4362	4.41559e-010	
1	0.675	1	0	0.25682	0	1.06325	0	3.87079e-012	0	4.12782	0	0	0	5.85113	0.85601	0	4.57199	0	-64.396	0	21.4653	0	10	6.25369	100	0	0	3.75	0.375	24	1.18647e-014	16.4513	-0.207899	-4.81156e-005	-1.09254e-014	-1.36491e-014	16.8672	-8.54636e-015	
1.6	0	-99999	0	0.231189	0	0.503438	0	4.29993e-012	0	2.17117	0	0	0	3.04197	0.29502	0	0.35249	0	-27.3332	0	9.11103	0	1	5.72933	100	0	0	0.25	0.25	25	-4.43519e-025	8.34022	-0.207906	-9.88182e-005	-5.04766e-026	-5.16872e-026	8.75613	-1.42793e-026	
1.43	0.3	-99999	0	0.231189	0	0.503438	0	4.29993e-012	0	2.17117	0	0	0	3.04197	0.29502	0	0.35249	0	-27.3332	0	9.11103	0	1	5.72933	100	0	0	0.25	0.25	26	8.70249e-018	8.34023	-0.207906	-9.88183e-005	1.90606e-019	1.15549e-019	8.75614	5.54136e-020	
1.77246	0.3	-99999	0	0.231189	0	0.503438	0	4.29993e-012	0	2.17117	0	0	0	3.04197	0.29502	0	0.35249	0	-27.3332	0	9.11103	0	1	5.72933	100	0	0	0.25	0.25	27	2.52708e-020	8.34022	-0.207906	-9.88182e-005	-6.90924e-022	-3.24287e-022	8.75613	-4.08251e-022	
0.643247	0.3375	-99999	0	0.231189	6.08998e-018	0.503438	0	4.29993e-012	1.41211e-018	2.17117	2.71207e-017	3.31638e-020	1.02082e-026	3.04197	0.29502	2.24653e-014	0.35249	0	-27.3332	2.25e-014	9.11103	0	1	5.72933	100	0	0	0.25	0.25	28	-2.15518e-008	8.34022	-0.207906	-9.88215e-005	-6.45319e-009	-2.09008e-009	8.75614	-4.39071e-009	
1.1	0.1	1	0	0.268552	0	1.46509	0	3.70168e-012	0	5.43937	0	0	0	7.77129	0.78288	0	4.60856	0	-81.1668	0	27.0556	0	10	6.42586	100	0	0	3.75	0.375	29	-4.67305e-028	22.0296	-0.207894	-1.31528e-005	-3.17477e-028	-1.47513e-028	22.4454	-1.7113e-028	
0.130053	0.35	-99999	0.290046	0.16292	2.38208e-011	0.0306393	0.199771	6.10175e-012	3.89239e-012	0.187508	9.69647e-014	0.0297882	1.84517e-008	0.185254	0.559326	5.83023e-008	0.220337	0.290046	-2.04848	0.0893647	0.838781	0.199771	1	5.33996	99.9299	0	0	0.25	0.25	30	0.970904	0.660228	-0.207912	-2.90861e-006	0.29041	0.0892255	0.608115	0.200265	
1.0625	0.9	1	0	0.238075	1.19913e-015	0.619587	0	4.17555e-012	2.86331e-016	2.59479	8.85179e-015	3.504e-013	1.04514e-019	3.64325	0.993319	1.62646e-011	4.50334	0	-45.0127	1.73261e-011	15.0042	0	10	5.95033	100	0	0	3.75	0.375	31	-1.90212e-005	10.0711	-0.2079	-8.80415e-005	-2.84473e-006	-1.23145e-006	10.487	-1.61414e-006	
1.15083	0.931206	-99999	0.00213384	0.230951	1.2736e-012	0.499642	0.00123404	4.30436e-012	2.95012e-013	2.15702	5.56736e-012	0.000299806	9.24114e-011	3.02109	0.295566	4.69235e-009	0.352217	0.00213384	-27.1502	0.000899423	9.05136	0.00123404	1	5.72805	99.9999	0	0	0.25	0.25	32	0.0157791	8.27891	-0.207906	-9.80733e-005	0.00235986	0.000995409	8.69047	0.00136398	
1.1	0.775	1	0	0.254313	9.68719e-016	0.991178	0	3.90895e-012	2.47088e-016	3.88595	2.2485e-014	3.84787e-013	1.06588e-019	5.4999	0.872832	1.40727e-011	4.56358	0	-61.3216	1.52508e-011	20.4405	0	10	6.26231	100	0	0	3.92857	0.392857	33	-9.10524e-007	15.4151	-0.207899	-5.47061e-005	-1.36176e-007	-5.02695e-008	15.831	-8.59971e-008	
1.09219	0.942092	-99999	0.000798577	0.231095	9.2026e-013	0.501936	0.000456787	4.30168e-012	2.13298e-013	2.16557	4.06827e-012	0.000113904	3.50801e-011	3.03373	0.295235	3.39307e-009	0.352382	0.000798577	-27.261	0.000341717	9.08746	0.000456787	1	5.72749	100	0	0	0.25	0.25	34	0.00597267	8.31584	-0.207907	-9.8562e-005	0.000893251	0.000382275	8.7301	0.000510873	
1.08438	0.9	1	0	0.237787	8.41322e-016	0.614293	0	4.18061e-012	2.00649e-016	2.57574	6.08205e-015	1.19404e-013	3.56617e-020	3.61611	0.995651	1.13967e-011	4.50217	0	-44.7734	1.1762e-011	14.9244	0	10	5.94558	100	0	0	3.75	0.375	35	-5.56746e-005	9.99249	-0.207896	-8.85387e-005	-8.3265e-006	-3.45691e-006	10.4084	-4.86989e-006	
1.1	0.8375	1	0	0.244834	7.91261e-016	0.755893	0	4.06028e-012	1.94302e-016	3.07824	9.48258e-015	1.37376e-013	3.97294e-020	4.33453	0.940618	1.10533e-011	4.52969	0	-51.0987	1.14759e-011	17.0329	0	10	6.11708	100	0	0	3.75	0.375	36	-1.28894e-005	12.0572	-0.207901	-7.56816e-005	-1.9277e-006	-7.63909e-007	12.4731	-1.16398e-006	
1.1	0.86875	1	0	0.240085	8.32408e-016	0.65766	0	4.14059e-012	2.00442e-016	2.73118	7.10548e-015	1.28669e-013	3.80274e-020	3.83775	0.977244	1.13915e-011	4.51138	0	-46.7273	1.17856e-011	15.5757	0	10	6.01701	100	0	0	3.75	0.375	37	-3.35493e-005	10.6289	-0.207899	-8.45811e-005	-5.01751e-006	-2.05335e-006	11.0448	-2.9644e-006	
1.07344	0.875	1	4.25946e-007	0.26627	4.4042e-014	1.37788	2.43879e-007	3.73341e-012	1.17618e-014	5.15944	2.28521e-012	6.04092e-008	1.58582e-014	7.35941	0.79642	6.70069e-010	4.60179	4.25946e-007	-77.5738	1.819e-007	25.8579	2.43879e-007	10	6.49318	100	0	0	5	0.5	38	3.53464e-006	20.7811	-0.207895	-2.12758e-005	5.28626e-007	2.24037e-007	21.1969	3.03775e-007	
1.08231	0.853125	1	1.75867e-007	0.262971	3.38584e-014	1.25986	1.03757e-007	3.78025e-012	8.93018e-015	4.7767	1.41161e-012	2.38756e-008	6.36074e-015	6.79799	0.816562	5.08771e-010	4.59172	1.75867e-007	-72.6728	7.2137e-008	24.2243	1.03757e-007	10	6.41446	100	0	0	5	0.5	39	1.37951e-006	19.1689	-0.207896	-3.12452e-005	2.06315e-007	8.4299e-008	19.5847	1.21537e-007	
1	0.7875	1	8.25967e-010	0.252376	5.96702e-015	0.938454	5.08319e-010	3.93895e-012	1.51039e-015	3.70749	1.21205e-013	8.25801e-011	2.30768e-017	5.24138	0.886139	8.60091e-011	4.55693	8.25967e-010	-59.057	3.33878e-010	19.6856	5.08319e-010	10	6.18584	100	0	0	3.75	0.375	40	6.50785e-009	14.6859	-0.2079	-5.91695e-005	9.73115e-010	3.06742e-010	15.1018	5.98552e-010	
1.05666	0.80625	1	1.80909e-010	0.27055	1.75337e-015	1.54532	1.15569e-010	3.67435e-012	4.7578e-016	5.69489	1.20408e-013	4.55646e-012	1.1736e-018	8.14815	0.77129	2.71004e-011	4.61435	1.80909e-010	-84.4526	4.08924e-011	28.1509	1.15569e-010	10	6.47576	100	0	0	5	0.5	41	1.74949e-009	23.1135	-0.207893	-6.42461e-006	2.61658e-010	4.21412e-011	23.5293	1.67211e-010	
1.07479	0.826783	1	0	0.267475	3.69855e-016	1.42333	0	3.71659e-012	9.92203e-017	5.30564	2.07747e-014	3.76301e-014	9.82556e-021	7.57439	0.789233	5.65236e-012	4.60538	0	-79.4494	5.78649e-012	26.4831	0	10	6.46074	100	0	0	5	0.5	42	-6.14181e-008	21.4223	-0.207894	-1.71157e-005	-9.18513e-009	-4.05178e-009	21.8381	-5.2838e-009	
1	0.84375	1	4.0562e-008	0.247193	2.53818e-014	0.80931	2.51905e-008	4.02154e-012	6.2928e-015	3.26432	3.59282e-013	5.04461e-009	1.44331e-015	4.60192	0.923106	3.58118e-010	4.53845	4.0562e-008	-53.4478	1.54923e-008	17.8159	2.51905e-008	10	6.09436	100	0	0	3.75	0.375	43	3.00771e-007	12.8391	-0.207902	-7.07201e-005	4.49798e-008	1.68037e-008	13.255	2.79479e-008	
1.06229	0.857745	1	1.73947e-008	0.270262	1.42403e-014	1.53354	9.9086e-009	3.67826e-012	3.86002e-015	5.65749	9.59792e-013	2.41209e-009	6.22071e-016	8.09294	0.772944	2.1987e-010	4.61353	1.73947e-008	-83.9713	7.45712e-009	27.9904	9.9086e-009	10	6.47504	100	0	0	5	0.5	44	1.45392e-007	22.9504	-0.207893	-7.4671e-006	2.17439e-008	9.05387e-009	23.3662	1.24464e-008	
1.03125	0.9	1	2.0504e-006	0.238178	1.08395e-013	0.621481	1.26956e-006	4.17375e-012	2.58939e-014	2.6016	8.06126e-013	2.60055e-007	7.75309e-014	3.65295	0.99249	1.4709e-009	4.50375	2.0504e-006	-45.0983	7.81638e-007	15.0327	1.26956e-006	10	5.93304	100	0	0	3.92857	0.392857	45	1.45018e-005	10.1003	-0.207904	-8.7846e-005	2.16886e-006	8.23383e-007	10.5161	1.34472e-006	
1.05904	0.838429	1	2.888e-009	0.270598	7.51752e-015	1.54731	1.68933e-009	3.6737e-012	2.04026e-015	5.7012	5.17869e-013	3.59832e-010	9.26617e-017	8.15746	0.771013	1.16213e-010	4.61449	2.888e-009	-84.5337	1.19624e-009	28.1779	1.68933e-009	10	6.47647	100	0	0	5	0.5	46	2.21384e-008	23.1392	-0.207893	-6.26995e-006	3.3111e-009	1.26575e-009	23.555	1.93034e-009	
1.03183	0.85294	1	0	0.269291	2.70536e-016	1.49433	0	3.69153e-012	7.3069e-017	5.53271	1.71154e-014	1.58859e-014	4.1146e-021	7.90885	0.778566	4.16227e-012	4.61072	0	-82.3663	4.22739e-012	27.4554	0	10	6.47112	100	0	0	5	0.5	47	-2.74242e-008	22.404	-0.207893	-1.093e-005	-4.09967e-009	-1.1617e-009	22.8198	-2.96864e-009	
1.04841	0.878942	1	0	0.273046	2.83026e-016	1.65098	0	3.64076e-012	7.75084e-017	6.02864	2.28466e-014	2.12405e-014	5.41088e-021	8.64162	0.757133	4.41418e-012	4.62143	0	-88.7529	4.50111e-012	29.5843	0	10	6.55543	100	0	0	5	0.5	48	-1.4286e-007	24.5181	-0.207892	2.14852e-006	-2.13678e-008	3.72572e-009	24.9339	-2.51759e-008	
1.1	0.80625	1	0	0.248968	8.18271e-016	0.85167	0	3.99286e-012	2.04328e-016	3.41068	1.31174e-014	1.83037e-013	5.19472e-020	4.81271	0.910213	1.1631e-011	4.54489	0	-55.298	1.21942e-011	18.4327	0	10	6.18882	100	0	0	3.75	0.375	49	-4.83469e-006	13.4333	-0.207901	-6.70958e-005	-7.23062e-007	-2.78376e-007	13.8492	-4.44863e-007	
1.0628	0.769093	1	1.7632e-011	0.270339	6.08503e-017	1.53668	1.12784e-011	3.67722e-012	1.6499e-017	5.66747	4.12187e-015	1.88803e-016	4.86752e-023	8.10767	0.772501	9.39793e-013	4.61375	1.7632e-011	-84.0998	9.44558e-013	28.0332	1.12784e-011	10	6.47456	100	0	0	5	0.5	50	1.40956e-010	22.9945	-0.207893	-7.1688e-006	2.1049e-011	1.55123e-012	23.4103	1.36191e-011	
1	0.871875	1	2.24067e-007	0.242315	4.82605e-014	0.702293	1.40395e-007	4.10249e-012	1.17289e-014	2.88969	4.83434e-013	2.77854e-008	8.12855e-015	4.06433	0.959813	6.66905e-010	4.52009	2.24067e-007	-48.7223	8.40238e-008	16.2407	1.40395e-007	10	5.99545	100	0	0	3.92857	0.392857	51	1.61719e-006	11.2881	-0.207903	-8.04131e-005	2.41862e-007	8.98002e-008	11.704	1.5176e-007	
1.03393	0.82411	1	0	0.269542	1.27898e-017	1.50435	0	3.6881e-012	3.45761e-018	5.56465	8.22478e-016	1.69608e-018	4.38813e-025	7.95596	0.777111	1.96955e-013	4.61144	0	-82.7771	1.97799e-013	27.5924	0	10	6.47101	100	0	0	5	0.5	52	-9.91246e-010	22.5435	-0.207893	-1.00376e-005	-1.48295e-010	-4.95664e-011	22.9593	-1.01974e-010	
1.07833	0.805385	1	1.1261e-009	0.266287	4.85293e-015	1.37853	6.81432e-010	3.73317e-012	1.29611e-015	5.16153	2.52093e-013	8.08783e-011	2.123e-017	7.36248	0.796315	7.38389e-011	4.60184	1.1261e-009	-77.6006	3.16732e-010	25.8669	6.81432e-010	10	6.44098	100	0	0	5	0.5	53	1.25353e-008	20.8109	-0.207895	-2.09302e-005	1.87474e-009	5.09869e-010	21.2267	1.15835e-009	
1.06681	0.788844	1	2.22693e-010	0.270338	2.68235e-015	1.53663	1.37554e-010	3.67724e-012	7.27291e-016	5.66729	1.8168e-013	1.61712e-011	4.16911e-018	8.1074	0.772509	4.14269e-011	4.61375	2.22693e-010	-84.0974	9.01256e-011	28.0325	1.37554e-010	10	6.47494	100	0	0	5	0.5	54	1.59351e-009	22.9922	-0.207893	-7.18646e-006	2.38269e-010	5.72092e-011	23.408	1.46021e-010	
1.08977	0.790625	1	1.85822e-008	0.262088	1.58412e-014	1.2298	1.13092e-008	3.79299e-012	4.16411e-015	4.67846	6.22621e-013	2.355e-009	6.29889e-016	6.65423	0.822073	2.37237e-010	4.58896	1.85822e-008	-71.4171	7.30288e-009	23.8057	1.13092e-008	10	6.38917	100	0	0	5	0.5	55	1.37488e-007	18.7536	-0.207897	-3.38253e-005	2.05621e-008	7.89396e-009	19.1694	1.24644e-008	
1.03891	0.784227	1	4.89284e-012	0.27015	5.34239e-017	1.52897	3.12285e-012	3.67979e-012	1.44753e-017	5.64296	3.57456e-015	1.26773e-016	3.27106e-023	8.07149	0.77359	8.24528e-013	4.6132	4.89284e-012	-83.7843	8.28551e-013	27.9281	3.12285e-012	10	6.47421	100	0	0	5	0.5	56	4.60216e-011	22.8849	-0.207893	-7.87264e-006	6.81557e-012	5.96616e-013	23.3007	4.3501e-012	
1.08112	0.773803	1	8.02856e-010	0.266835	4.60275e-015	1.39903	4.86945e-010	3.72551e-012	1.23182e-015	5.22756	2.47881e-013	7.06079e-011	1.84889e-017	7.45954	0.793039	7.01753e-011	4.60348	8.02856e-010	-78.4475	2.82253e-010	26.1491	4.86945e-010	10	6.4399	100	0	0	5	0.5	57	5.67909e-009	21.0978	-0.207895	-1.91046e-005	8.49296e-010	2.36874e-010	21.5136	5.18597e-010	
1.1	0.7125	1	0	0.260559	2.80765e-015	1.17926	0	3.81525e-012	7.33726e-016	4.51251	9.96011e-014	1.22818e-011	3.30762e-018	6.4117	0.831731	4.1801e-011	4.58413	0	-69.298	7.87495e-011	23.0993	0	10	6.3269	100	0	0	3.75	0.375	58	-1.51827e-008	18.0548	-0.207897	-3.81608e-005	-2.27096e-009	-8.77788e-010	18.4706	-1.45058e-009	
1.1	0.74375	1	0	0.257311	1.10187e-015	1.07789	0	3.8634e-012	2.84364e-016	4.17668	3.1386e-014	6.45356e-013	1.76361e-019	5.9222	0.852767	1.61987e-011	4.57362	0	-65.0178	1.81675e-011	21.6726	0	10	6.29199	100	0	0	3.57143	0.357143	59	-2.96798e-007	16.6364	-0.207898	-4.70548e-005	-4.43889e-008	-1.62958e-008	17.0522	-2.81818e-008	
1.07735	0.750481	1	0	0.268967	4.73852e-016	1.48143	0	3.69598e-012	1.27829e-016	5.49158	2.935e-014	8.42187e-014	2.18449e-020	7.84822	0.780455	7.28168e-012	4.60977	0	-81.8377	7.56429e-012	27.2792	0	10	6.46483	100	0	0	5	0.5	60	-2.83519e-008	22.23	-0.207894	-1.20005e-005	-4.24023e-009	-1.59813e-009	22.6458	-2.72353e-009	
1.1	0.68125	1	2.14384e-009	0.263237	7.10647e-015	1.26903	1.35095e-009	3.77643e-012	1.87623e-015	4.8066	3.01574e-013	2.23264e-010	5.94096e-017	6.84177	0.814914	1.06893e-010	4.59254	2.14384e-009	-73.0552	7.76997e-010	24.3517	1.35095e-009	10	6.35616	100	0	0	3.75	0.375	61	1.57428e-008	19.3058	-0.207896	-3.03049e-005	2.35435e-009	7.49981e-010	19.7216	1.49165e-009	
1.08303	0.728125	1	0	0.26785	1.92251e-016	1.43774	0	3.71139e-012	5.1647e-017	5.35183	1.10677e-014	5.36846e-015	1.39942e-021	7.64237	0.787015	2.94217e-012	4.60649	0	-80.0424	2.96959e-012	26.6808	0	10	6.44882	100	0	0	5	0.5	62	4.36634e-010	21.6323	-0.207894	-1.5743e-005	6.52985e-011	-2.11003e-011	22.0481	2.65527e-011	
1	0.73125	1	5.12703e-012	0.255208	2.9928e-018	1.01639	3.11053e-012	3.89524e-012	7.66051e-019	3.97084	7.3859e-017	1.17997e-020	3.25538e-027	5.62306	0.866777	4.36325e-014	4.56661	5.12703e-012	-62.4	4.37102e-014	20.8	3.11053e-012	10	6.22895	100	0	0	3.75	0.375	63	4.59317e-011	15.7907	-0.207899	-5.22512e-005	6.83797e-012	-1.07131e-013	16.2065	4.15265e-012	
1.05667	0.682477	1	0	0.270564	9.11448e-018	1.54593	0	3.67415e-012	2.47337e-018	5.69682	6.26514e-016	6.40428e-019	1.64944e-025	8.151	0.771205	1.40883e-013	4.6144	0	-84.4775	1.41523e-013	28.1591	0	10	6.47606	100	0	0	5	0.5	64	-8.44386e-012	23.1221	-0.207893	-6.37175e-006	-1.31032e-012	-6.88653e-013	23.5379	-8.27833e-013	
1.06606	0.735712	1	0	0.27028	3.35095e-017	1.53428	0	3.67802e-012	9.08381e-018	5.65986	2.26121e-015	3.14534e-017	8.1111e-024	8.09643	0.772839	5.17421e-013	4.61358	0	-84.0017	5.19819e-013	28.0006	0	10	6.47424	100	0	0	5	0.5	65	-2.047e-010	22.9618	-0.207893	-7.38052e-006	-3.06322e-011	-1.78556e-011	23.3776	-1.97517e-011	
