x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	[X5]	
0.298	1	-99999	0.299113	0.163797	2.81089e-009	3.79253e-012	0.195777	6.06905e-012	4.61782e-010	2.30853e-011	0	6.19003e-006	0.0319917	2.71893e-021	0.999987	1.24998e-005	8.57816e-011	0.299113	8.6364	0.0960061	6.19014e-006	0.195777	1	0	54.7314	2.7256	0	0.25	0.25	10	19.1678	0.784407	2	-0.11579	-0.207891	1.25886e-009	0.299113	0.000516993	6.19088e-006	0.298436	
0.402	1	-99999	0.299113	0.163807	2.81038e-009	5.64557e-016	0.195801	6.06868e-012	4.61727e-010	3.43628e-015	0	9.21171e-010	0.0319936	6.02207e-029	0.999987	1.24998e-005	1.27672e-014	0.299113	9.08568	0.0959934	9.21188e-010	0.195801	1	0	54.7635	2.8758	0	0.25	0.25	11	19.1678	0.78438	2	-0.116502	-0.207891	1.2591e-009	0.299113	8.83832e-005	1.20351e-009	0.299017	
2.1	0.402	-99999	0.299111	0.0705524	1.38101e-010	0.000494009	0.00153866	1.40902e-011	9.77226e-012	0.00698131	6.69988e-017	0.00329136	8.33955e-010	0.0389378	0.814474	3.99718e-008	0.0927587	0.299111	-0.513042	0.00987413	0.181401	0.00153866	0.999991	0	99.5488	0	0	0.25	0.250002	12	18.8933	1.1502	2.00434	-0.298072	-0.207143	7.54226e-010	0.299115	0.0092167	0.0866533	0.0019155	
2.1	0.198	-99999	0.299098	0.127101	2.84342e-011	0.0103438	0	7.82128e-012	3.62474e-012	0.0811419	1.20226e-014	0.00633588	2.62093e-009	0.153872	0.617775	3.64977e-008	0.191113	0.299098	-1.73301	0.0190077	0.596679	0	1	15.5629	99.9994	0	0	0.25	0.25	13	19.1999	0.894564	1.00017	0.0461875	-0.207911	-1.03386e-009	0.299098	0.0188036	0.405606	-2.63128e-006	
1.25	1	-99999	0.299113	0.0614128	5.33322e-008	2.64606e-012	0.0722414	1.61871e-011	3.28499e-009	4.29591e-011	6.92578e-039	0.000582916	0.0119947	3.38944e-018	0.999978	1.24997e-005	1.13555e-009	0.299113	41.8122	0.0377453	0.000582917	0.0722414	0.999991	0	89.5489	13.9173	0	0.25	0.250002	14	18.7397	1.21046	2.04696	-0.180297	-0.207399	1.45353e-009	0.299116	0.0472725	0.000580095	0.092106	
0.825	1	-99999	0.299113	0.0975227	1.33183e-008	1.46507e-011	0.115931	1.01935e-011	1.30269e-009	1.49785e-010	4.61656e-038	0.000319618	0.0190474	2.56963e-018	0.999988	1.24999e-005	1.57011e-009	0.299113	63.1231	0.0581136	0.00031962	0.115931	1	0	84.9889	21.0067	0	0.25	0.25	15	18.9407	1.00961	1.99937	0.00439351	-0.207953	1.2895e-009	0.299113	0.0912331	0.000317594	0.146285	
0.269386	0.35	-99999	0.299113	0.0829157	2.16698e-008	2.15071e-014	0.099108	1.19892e-011	1.8021e-009	2.58618e-013	0	1.05608e-006	0.0161945	2.02799e-023	0.999988	1.24998e-005	3.75023e-012	0.299113	51.9325	0.0485991	1.05608e-006	0.099108	1	0	86.8574	17.2803	0	0.25	0.25	16	18.869	1.08008	1	-0.0685683	-0.207914	1.40996e-009	0.299113	0.0739412	9.09278e-007	0.125438	
1.1	0.4	1	0.29911	0.12711	2.79618e-011	0.0103624	0	7.82076e-012	3.56476e-012	0.0812824	1.18836e-014	0.00603774	2.49412e-009	0.154343	2.69802	1.5678e-007	3.65099	0.29911	-12.1177	0.0181134	4.05736	0	10	22.0081	99.9983	0	0	3.75	0.375	17	19.3514	0.894535	0.989834	0.0441443	-0.207903	4.16375e-009	0.29911	0.0178652	0.406381	-2.13205e-005	
1	0.45	1	0.299111	0.127049	2.75284e-011	0.0103484	1.12841e-006	7.8245e-012	3.50782e-012	0.0812108	1.16741e-014	0.00574248	2.36857e-009	0.154515	2.69793	1.54123e-007	3.65104	0.299111	-12.1204	0.0172276	4.05737	1.12841e-006	10	17.4584	99.9974	0	0	4	0.4	18	19.1395	0.894743	0.998786	0.0418582	-0.20791	4.31412e-009	0.299111	0.0170886	0.406415	1.42591e-006	
1.0375	1	-99999	0.29912	0.07635	2.77548e-008	0	0.0912621	1.30202e-011	2.12536e-009	0	0	0	0.0149121	0	1	1.25e-005	0	0.29912	49.5627	0.0447489	0	0.0912621	1.00001	0	87.4997	16.4945	0	0.25	0.249997	19	19.5949	1.1159	2.02164	-0.126557	-0.207555	1.69476e-009	0.299116	0.0583193	-0.00221224	0.11581	
0.35	0.730614	-99999	0.299026	0.114085	5.93735e-011	0.00496362	0.0116149	8.71361e-012	6.79373e-012	0.0433793	4.27348e-015	0.0179679	8.10046e-009	0.084092	0.686611	6.12544e-008	0.15666	0.299026	-1.00014	0.0539039	0.391155	0.0116149	0.99993	0	97.9104	0	0	0.25	0.250017	20	19.1616	0.941484	1.87838	-0.0107575	-0.204235	-2.96718e-008	0.299047	0.050484	0.231594	0.0146729	
1	0.225	1	0.299104	0.12763	3.09966e-011	0.0104878	7.06705e-007	7.78886e-012	3.96784e-012	0.0819303	1.34359e-014	0.00846144	3.53927e-009	0.153015	2.69828	1.75957e-007	3.65086	0.299104	-12.0972	0.0253845	4.05777	7.06705e-007	10	18.7482	99.999	0	0	3.75	0.375	21	19.1556	0.89276	0.999613	0.0666505	-0.207911	2.95194e-009	0.299104	0.0251791	0.406939	8.92837e-007	
1.1	0.2	1	0.299093	0.128116	3.37507e-011	0.0105812	0	7.75931e-012	4.33684e-012	0.0823459	1.47971e-014	0.0111893	4.74599e-009	0.151087	2.70118	1.93996e-007	3.64941	0.299093	-12.0664	0.033568	4.0557	0	10	24.3307	100	0	0	3.75	0.375	22	19.2573	0.891109	0.997597	0.0897985	-0.207908	-1.6076e-009	0.299094	0.0331206	0.406264	-6.60452e-006	
1.1	0.65	1	0.299112	0.126249	2.19029e-011	0.010121	2.91453e-005	7.8741e-012	2.77341e-012	0.0799301	8.91204e-015	0.00275828	1.11997e-009	0.155463	2.70164	1.20491e-007	3.64918	0.299112	-12.1339	0.00827495	4.05292	2.91453e-005	10	16.2316	99.9364	0	0	3.92857	0.392857	23	19.1381	0.897487	0.976171	0.0125702	-0.207942	1.92015e-009	0.299111	0.00819039	0.403855	3.27504e-005	
1	0.675	1	0.299112	0.127635	2.32815e-011	0.0107274	5.0746e-006	7.78856e-012	2.98036e-012	0.0837985	1.07975e-014	0.00366785	1.50028e-009	0.160037	2.67279	1.30928e-007	3.6636	0.299112	-12.2126	0.0110037	4.08187	5.0746e-006	10	15.7339	99.9906	0	0	3.75	0.375	24	19.1446	0.892743	0.998043	0.0368161	-0.207883	3.06306e-009	0.299113	0.0109418	0.419753	6.87735e-006	
1.6	0	-99999	0.299065	0.128138	3.38518e-011	0.0105858	0	7.75799e-012	4.35057e-012	0.0823679	1.48508e-014	0.0113028	4.79693e-009	0.151013	0.617989	4.45392e-008	0.191006	0.299065	-1.69014	0.0339083	0.597288	0	1	19.3977	100	0	0	0.25	0.25	25	19.2261	0.891035	0.992689	0.0907249	-0.20791	-8.11585e-009	0.299066	0.0334369	0.406242	-4.00567e-006	
1.43	0.3	-99999	0.299107	0.128473	2.80003e-011	0.0109721	0.000527841	7.73776e-012	3.60796e-012	0.0851513	1.35362e-014	0.00669932	2.78642e-009	0.158883	0.613201	3.68424e-008	0.1934	0.299107	-1.78114	0.020098	0.613988	0.000527841	1	11.2912	99.8283	0	0	0.25	0.25	26	19.1553	0.889901	1.09278	0.0673259	-0.207912	1.514e-010	0.299107	0.0198604	0.422914	0.000657987	
1.77246	0.3	-99999	0.299103	0.130542	3.33607e-011	0.0116951	0.000807731	7.61516e-012	4.36787e-012	0.0893243	1.83217e-014	0.0128738	5.52876e-009	0.15886	0.610481	4.58456e-008	0.19476	0.299103	-1.76245	0.0386216	0.626373	0.000807731	1	10.8487	99.757	0	0	0.25	0.25	27	19.1706	0.882965	1.26033	0.135753	-0.207911	-8.40421e-010	0.299103	0.0383128	0.435635	0.00100667	
0.643247	0.3375	-99999	0.299113	0.0094809	1.44949e-005	6.33646e-017	0.0109705	1.04852e-010	1.37833e-007	6.66363e-015	0	0.000159183	0.00185174	6.02412e-021	0.999987	1.24998e-005	7.39068e-012	0.299113	2.48483	0.0060599	0.000159183	0.0109705	1	0	97.7831	0.821149	0	0.25	0.25	28	17.9235	2.02186	1	-0.379042	-0.207912	1.43016e-009	0.299113	0.00763452	0.000156024	0.0137253	
1.1	0.1	1	0.299025	0.128952	3.66218e-011	0.0107891	1.46113e-008	7.70901e-012	4.73647e-012	0.0834201	1.65842e-014	0.0149597	6.47058e-009	0.14912	2.70123	2.14651e-007	3.64938	0.299025	-12.0357	0.0448795	4.05679	1.46113e-008	10	24.713	100	0	0	3.75	0.375	29	19.1705	0.888285	0.999765	0.124541	-0.207911	-1.74923e-008	0.299027	0.0443328	0.40737	5.25984e-009	
0.130053	0.35	-99999	0.299113	0.161414	2.93727e-009	3.03414e-014	0.19294	6.15867e-012	4.75522e-010	1.87417e-013	0	5.32884e-008	0.0315261	1.95679e-025	0.999987	1.24998e-005	7.17135e-013	0.299113	6.56011	0.094591	5.32893e-008	0.19294	1	0	72.5798	2.03381	0	0.25	0.25	30	19.1614	0.790773	1	-0.0468626	-0.2079	1.2841e-009	0.299113	0.0381527	4.90477e-008	0.254481	
1.0625	0.9	1	0.299112	0.100474	4.01893e-011	0.00294461	0.000219633	9.89406e-012	4.04996e-012	0.0292205	1.00391e-015	0.00198873	7.0518e-010	0.0817758	3.3853	1.39641e-007	3.30725	0.299112	-10.4968	0.00596634	3.50496	0.000219633	9.9998	0	99.7386	0	0	3.75	0.375007	31	19.0222	0.996661	0.966793	-0.201405	-0.206825	1.69439e-009	0.299117	0.00584185	0.1945	0.00022197	
1.15083	0.931206	-99999	0.299102	0.0678033	3.7622e-010	0.000138833	0.0319454	1.46614e-011	2.55846e-011	0.00204152	4.74926e-018	0.0159523	1.1331e-008	0.00422641	0.924332	1.0969e-007	0.0378267	0.299102	-0.0177197	0.0478571	0.0644122	0.0319454	0.999985	0	95.0423	0	0	0.25	0.250004	32	18.8619	1.16746	1.64229	-0.231418	-0.207071	-2.50128e-009	0.299107	0.03865	0.0261775	0.0406015	
1.1	0.775	1	0.299112	0.126122	2.02689e-011	0.0100906	4.17898e-005	7.882e-012	2.56393e-012	0.0797699	8.20591e-015	0.00217056	8.78688e-010	0.155775	2.70164	1.11167e-007	3.64917	0.299112	-12.1387	0.0065118	4.05276	4.17898e-005	9.99998	7.64404	99.862	0	0	3.92857	0.392858	33	19.1335	0.897922	0.969394	-0.0747894	-0.207831	1.84729e-009	0.299112	0.00644896	0.321499	3.00648e-005	
1.09219	0.942092	-99999	0.2991	0.0617584	4.14598e-010	0.00013165	0.0224917	1.60965e-011	2.56808e-011	0.00212539	6.48367e-018	0.0139344	5.96039e-009	0.0080218	0.90831	8.97622e-008	0.045836	0.2991	-0.0863114	0.0418034	0.0780711	0.0224917	0.999982	0	96.3254	0	0	0.25	0.250005	34	18.8324	1.20802	1.52964	-0.248105	-0.206902	-3.26668e-009	0.299106	0.0351536	0.0317011	0.0285419	
1.08438	0.9	1	0.29911	0.0983747	4.69927e-011	0.00262184	0.000659834	1.01052e-011	4.6366e-012	0.0265728	9.01634e-016	0.00260156	9.12763e-010	0.0767614	3.45691	1.565e-007	3.27144	0.29911	-10.3462	0.00780483	3.45676	0.000659834	9.9998	0	99.6549	0	0	3.75	0.375007	35	19.0168	1.00583	0.987646	-0.208508	-0.206817	1.229e-009	0.299116	0.00753309	0.181755	0.000776004	
1.1	0.8375	1	0.299112	0.110048	3.05974e-011	0.00476195	2.3896e-005	9.0333e-012	3.37716e-012	0.0431437	2.24609e-015	0.00204252	7.73216e-010	0.103256	3.11356	1.28479e-007	3.44317	0.299112	-11.0805	0.0061277	3.69963	2.3896e-005	9.9999	0	99.8146	0	0	3.75	0.375004	36	19.0667	0.957133	0.966695	-0.145323	-0.207336	1.79996e-009	0.299115	0.00607061	0.25115	-9.2653e-006	
1.1	0.86875	1	0.299112	0.105911	3.43276e-011	0.00388383	0	9.38616e-012	3.64645e-012	0.0365624	1.5936e-015	0.00201815	7.44325e-010	0.0933253	3.2279	1.33207e-007	3.38598	0.299112	-10.8271	0.00605459	3.61509	0	9.99986	0	99.7982	0	0	3.75	0.375005	37	19.2968	0.973774	0.965374	-0.171597	-0.207089	1.72714e-009	0.299116	0.0060003	0.224665	-8.05305e-005	
1.07344	0.875	1	0.299113	0.113932	2.62156e-011	0.00575205	0	8.72532e-012	2.99566e-012	0.0503373	2.95227e-015	0.00178276	6.87984e-010	0.114149	3.00721	1.1798e-007	3.49634	0.299113	-11.3315	0.00534839	3.78251	0	9.9999	0	99.8438	0	0	5	0.500005	38	19.4588	0.942067	0.960492	-0.138341	-0.207312	2.10068e-009	0.299115	0.00531246	0.260497	-0.000148759	
1.08231	0.853125	1	0.299112	0.126066	1.952e-011	0.0100771	0	7.88552e-012	2.4681e-012	0.0796987	7.8851e-015	0.0019327	7.81351e-010	0.155915	2.70162	1.06916e-007	3.64915	0.299112	-12.1407	0.00579822	4.05269	0	9.99993	2.42321	99.8482	0	0	5	0.500003	39	19.4166	0.898116	0.964027	-0.116617	-0.207504	2.01882e-009	0.299114	0.00575565	0.281206	-7.83023e-005	
1	0.7875	1	0.299113	0.127698	2.09028e-011	0.0108054	1.46349e-005	7.78474e-012	2.67717e-012	0.0843669	9.88803e-015	0.00267914	1.09116e-009	0.161738	2.66627	1.17437e-007	3.66688	0.299113	-12.2405	0.00803754	4.0882	1.46349e-005	10	14.24	99.9676	0	0	3.75	0.374999	40	19.1428	0.89253	0.996065	0.0309986	-0.208056	3.03998e-009	0.299112	0.00800198	0.423091	1.77562e-005	
1.05666	0.80625	1	0.299112	0.12771	2.05562e-011	0.0108178	0	7.784e-012	2.63303e-012	0.0844557	9.75388e-015	0.00255197	1.03876e-009	0.161986	2.66529	1.15481e-007	3.66735	0.299112	-12.2445	0.00765602	4.08915	0	10	17.0781	99.9779	0	0	5	0.5	41	19.3377	0.892489	0.980356	0.0317859	-0.207906	2.17219e-009	0.299112	0.00759571	0.424829	-1.50969e-005	
1.07479	0.826783	1	0.299112	0.126089	1.98674e-011	0.0100827	0	7.88405e-012	2.5125e-012	0.0797283	8.03293e-015	0.00204042	8.25357e-010	0.155857	2.70164	1.0888e-007	3.64918	0.299112	-12.1399	0.00612136	4.05275	0	10	11.7042	99.8953	0	0	5	0.499999	42	19.375	0.898036	0.966727	-0.0442059	-0.207967	2.10319e-009	0.299112	0.00607591	0.353551	-4.63018e-005	
1	0.84375	1	0.299113	0.126109	1.97725e-011	0.0100874	0.000235637	7.88282e-012	2.50088e-012	0.0797533	8.00077e-015	0.00201349	8.1485e-010	0.155808	2.70163	1.0841e-007	3.64917	0.299113	-12.1395	0.00604059	4.05264	0.000235637	9.99996	9.71155	99.8768	0	0	3.75	0.375001	43	19.1283	0.897968	0.98981	-0.054064	-0.207711	2.8053e-009	0.299114	0.00595259	0.343218	0.000286955	
1.06229	0.857745	1	0.299112	0.133602	1.65219e-011	0.0140605	0	7.4407e-012	2.21391e-012	0.10493	1.43722e-014	0.00206273	8.46752e-010	0.19076	2.52526	1.00683e-007	3.73739	0.299112	-12.7013	0.00618828	4.23996	0	10	17.0243	99.9741	0	0	5	0.499998	44	19.3307	0.8729	0.971829	0.0907803	-0.208164	3.84393e-009	0.299111	0.00615683	0.488649	-6.84083e-006	
1.03125	0.9	1	0.299113	0.100056	3.62433e-011	0.00289676	1.44042e-005	9.93535e-012	3.63712e-012	0.0288656	8.7639e-016	0.00141116	4.96093e-010	0.0818206	3.39054	1.24559e-007	3.30462	0.299113	-10.4916	0.0042336	3.50144	1.44042e-005	9.99979	0	99.7742	0	0	3.92857	0.392865	45	19.015	0.998469	0.948229	-0.206737	-0.206749	2.11195e-009	0.299119	0.00418365	0.194252	-3.7232e-005	
1.05904	0.838429	1	0.299112	0.129869	1.86359e-011	0.0119248	0	7.6546e-012	2.4274e-012	0.0915503	1.10763e-014	0.00224142	9.15238e-010	0.172131	2.61256	1.07913e-007	3.69372	0.299112	-12.4109	0.00672438	4.1437	0	10	16.6892	99.9709	0	0	5	0.5	46	19.36	0.885209	0.975394	0.0600693	-0.207909	2.99453e-009	0.299112	0.00668293	0.455862	-1.98445e-005	
1.03183	0.85294	1	0.299113	0.133524	1.69503e-011	0.0140036	2.1979e-005	7.44507e-012	2.26998e-012	0.104567	1.46009e-014	0.00221316	9.08986e-010	0.190111	2.52774	1.03212e-007	3.73615	0.299113	-12.6915	0.00663959	4.23715	2.1979e-005	10	17.0287	99.9854	0	0	5	0.499999	47	19.1655	0.873155	0.982804	0.103465	-0.208067	3.73009e-009	0.299112	0.00659939	0.49977	3.46092e-005	
1.04841	0.878942	1	0.299112	0.113072	2.68214e-011	0.00551946	6.67846e-005	8.7917e-012	3.04174e-012	0.0486694	2.75084e-015	0.00177731	6.83008e-010	0.111674	3.03022	1.18895e-007	3.48483	0.299112	-11.2764	0.00533204	3.76415	6.67846e-005	9.99988	0	99.8279	0	0	5	0.500006	48	19.0763	0.945359	0.965021	-0.136293	-0.207269	2.21609e-009	0.299116	0.00527971	0.26236	5.10277e-005	
1.1	0.80625	1	0.299112	0.126103	2.00223e-011	0.0100861	3.10105e-005	7.88317e-012	2.53237e-012	0.0797463	8.10008e-015	0.00209013	8.45753e-010	0.155822	2.70162	1.09765e-007	3.64916	0.299112	-12.1393	0.00627051	4.05272	3.10105e-005	9.99994	2.42476	99.836	0	0	3.75	0.375002	49	19.1324	0.897987	0.96772	-0.114722	-0.207576	1.83032e-009	0.299113	0.0062124	0.281789	7.38389e-006	
1.0628	0.769093	1	0.299112	0.126956	2.18692e-011	0.0104419	0	7.83025e-012	2.78466e-012	0.0820055	9.55614e-015	0.00289663	1.17884e-009	0.15825	2.68519	1.21593e-007	3.6574	0.299112	-12.1817	0.00869003	4.06925	0	10	17.9565	99.981	0	0	5	0.5	50	19.2989	0.895062	0.982305	0.0230498	-0.207898	2.12589e-009	0.299112	0.00860855	0.413033	-9.54265e-006	
1	0.871875	1	0.299113	0.126031	1.80689e-011	0.0100688	0.000487824	7.88768e-012	2.284e-012	0.0796549	7.28893e-015	0.00153	6.18037e-010	0.156	2.70161	9.8886e-008	3.64914	0.299113	-12.1429	0.00459009	4.05239	0.000487824	9.99988	1.03479	99.7859	0	0	3.92857	0.392862	51	19.1197	0.898236	0.982019	-0.130317	-0.207263	2.69463e-009	0.299117	0.00443319	0.270318	0.000594415	
1.03393	0.82411	1	0.299112	0.126651	2.12256e-011	0.0103145	0	7.84908e-012	2.69622e-012	0.0811995	9.02573e-015	0.002591	1.05221e-009	0.157406	2.69095	1.17419e-007	3.65452	0.299112	-12.167	0.00777312	4.06344	0	9.99999	16.4221	99.9812	0	0	5	0.5	52	19.2663	0.896105	0.987775	0.0189355	-0.207877	2.6708e-009	0.299113	0.00772123	0.411537	-6.36073e-006	
1.07833	0.805385	1	0.299112	0.126106	2.01006e-011	0.0100866	0	7.88304e-012	2.54231e-012	0.0797489	8.13241e-015	0.00211499	8.55852e-010	0.155817	2.70165	1.102e-007	3.64919	0.299112	-12.1393	0.00634508	4.05277	0	10	13.1353	99.9028	0	0	5	0.499999	53	19.2922	0.89798	0.968332	-0.0292281	-0.208035	2.0523e-009	0.299111	0.0062962	0.367983	-2.51742e-005	
1.06681	0.788844	1	0.299112	0.128351	2.05504e-011	0.0111258	0	7.74513e-012	2.64548e-012	0.0864266	1.03976e-014	0.0026754	1.09114e-009	0.164615	2.6506	1.16548e-007	3.6747	0.299112	-12.2884	0.00802633	4.10416	0	10	17.5258	99.9789	0	0	5	0.5	54	19.2914	0.890315	0.980088	0.0418671	-0.207907	2.13434e-009	0.299112	0.00795789	0.433817	-6.00619e-006	
1.08977	0.790625	1	0.299112	0.126122	2.03034e-011	0.0100906	1.83961e-005	7.88201e-012	2.5683e-012	0.0797697	8.21985e-015	0.00218166	8.8318e-010	0.155776	2.70164	1.11356e-007	3.64918	0.299112	-12.1387	0.00654511	4.05277	1.83961e-005	9.99999	9.99276	99.8813	0	0	5	0.5	55	19.1343	0.897923	0.969384	-0.0546202	-0.207887	1.92146e-009	0.299112	0.00648808	0.341688	4.75981e-006	
1.03891	0.784227	1	0.299112	0.127256	2.19355e-011	0.010579	0	7.81179e-012	2.79969e-012	0.0828863	9.87392e-015	0.00298951	1.218e-009	0.159393	2.67844	1.22519e-007	3.66078	0.299112	-12.2012	0.00896864	4.07602	0	10	17.7697	99.9932	0	0	5	0.5	56	19.3195	0.894036	0.989953	0.0270137	-0.207901	2.463e-009	0.299112	0.00889301	0.416154	-1.21245e-005	
1.08112	0.773803	1	0.299112	0.126188	2.11855e-011	0.0101063	1.06144e-005	7.8779e-012	2.68128e-012	0.0798529	8.59937e-015	0.00248762	1.00861e-009	0.155613	2.70164	1.16376e-007	3.64918	0.299112	-12.1362	0.00746298	4.05286	1.06144e-005	10	15.4812	99.9294	0	0	5	0.5	57	19.1379	0.897697	0.973863	0.000692197	-0.207954	1.9466e-009	0.299111	0.00739576	0.394409	7.02788e-006	
1.1	0.7125	1	0.299112	0.126171	2.09467e-011	0.0101024	3.03727e-005	7.87893e-012	2.65071e-012	0.0798321	8.49688e-015	0.00240224	9.73613e-010	0.155654	2.70164	1.15019e-007	3.64918	0.299112	-12.1368	0.00720683	4.05283	3.03727e-005	10	13.7823	99.9057	0	0	3.75	0.375	58	19.136	0.897753	0.972442	-0.0183124	-0.207973	1.86212e-009	0.299111	0.00713795	0.376196	2.73722e-005	
1.1	0.74375	1	0.299112	0.126139	2.05312e-011	0.0100946	2.19141e-005	7.88094e-012	2.59747e-012	0.0797912	8.31768e-015	0.00225806	9.14474e-010	0.155734	2.70164	1.12651e-007	3.64918	0.299112	-12.138	0.00677428	4.05279	2.19141e-005	10	10.6497	99.8844	0	0	3.57143	0.357143	59	19.1346	0.897864	0.970218	-0.0488067	-0.207912	1.85957e-009	0.299112	0.00671329	0.346871	1.04444e-005	
1.07735	0.750481	1	0.299112	0.127221	2.10828e-011	0.0105785	4.38462e-006	7.81395e-012	2.69012e-012	0.0829047	9.49909e-015	0.00265119	1.07843e-009	0.159729	2.67756	1.17621e-007	3.66122	0.299112	-12.2066	0.0079537	4.07682	4.38462e-006	10	16.5812	99.9516	0	0	5	0.5	60	19.1433	0.894157	0.975907	0.0255803	-0.20797	1.95859e-009	0.299111	0.00788155	0.417875	4.50678e-006	
1.1	0.68125	1	0.299112	0.126207	2.14024e-011	0.0101109	2.63443e-005	7.87671e-012	2.70914e-012	0.0798771	8.69399e-015	0.00256753	1.04148e-009	0.155566	2.70164	1.17621e-007	3.64918	0.299112	-12.1355	0.00770271	4.05287	2.63443e-005	10	15.3622	99.9236	0	0	3.75	0.375	61	19.1372	0.897631	0.974318	0.000840279	-0.207969	1.8815e-009	0.299111	0.00762757	0.393873	2.64594e-005	
